?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0004016>	"Post-embryonic cell of pedigree V6R.pppppaaa, male sensory rays, neuron, striated rootlet."	
<http://purl.obolibrary.org/obo/WBbt_0003546>	"nucleus of pedigree Z4.apapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0005760>	"Part of the nervous system that lies completely outside the pharynx."	
<http://purl.obolibrary.org/obo/WBbt_0003098>	"nucleus of pedigree V5R.pp"	
<http://purl.obolibrary.org/obo/WBbt_0003389>	"nucleus of pedigree Z1.pappaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001177>	"nucleus of pedigree ABalpppppp"	
<http://purl.obolibrary.org/obo/WBbt_0006785>	"uterine toroidal epithelial cell."	
<http://purl.obolibrary.org/obo/WBbt_0007126>	"post-embryonic cell of pedigree E.praap"	
<http://purl.obolibrary.org/obo/WBbt_0004248>	"Postembryonic large hypodermal syncytium, hermaphrodite"	
<http://purl.obolibrary.org/obo/WBbt_0002600>	"nucleus of pedigree V5R.paaa"	
<http://purl.obolibrary.org/obo/WBbt_0004825>	"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development"	
<http://purl.obolibrary.org/obo/WBbt_0007270>	"post-embryonic cell of pedigree P9.aa"	
<http://purl.obolibrary.org/obo/WBbt_0004036>	"Post-embryonic cell of pedigree V6L.papppaaa, male sensory rays, neuron, striated rootlet."	
<http://purl.obolibrary.org/obo/WBbt_0001782>	"nucleus of pedigree Ca"	
<http://purl.obolibrary.org/obo/WBbt_0008068>	"nucleus of pedigree Z1.a in male."	
<http://purl.obolibrary.org/obo/WBbt_0003263>	"nucleus of pedigree Y.pla"	
<http://purl.obolibrary.org/obo/WBbt_0004058>	"Neuron class of one male-specific motor neuron, cell body in ventral cord."	
<http://purl.obolibrary.org/obo/WBbt_0004673>		
<http://purl.obolibrary.org/obo/WBbt_0002175>	"nucleus of pedigree E.prpppa"	
<http://purl.obolibrary.org/obo/WBbt_0004826>	"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development"	
<http://purl.obolibrary.org/obo/WBbt_0004347>	"Intestinal cell of the nineth intestinal ring, left side."	
<http://purl.obolibrary.org/obo/WBbt_0006970>	"postdeirid sensillum, right."	
<http://purl.obolibrary.org/obo/WBbt_0008584>	"Post-embryonic cell of pedigree Z4.aappap, 5R configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0008393>	"Neuron class of two male-specific sensory ray neurons type A of ray three."	
<http://purl.obolibrary.org/obo/WBbt_0003310>	"nucleus of pedigree Z1.paa"	
<http://purl.obolibrary.org/obo/WBbt_0008380>	"male diagonal muscle on the right side."	
<http://purl.obolibrary.org/obo/WBbt_0004472>	"Posterior epithelial sheath cell of proximal arms, have muscle fibers, and of pedigree Z4.paapaa."	
<http://purl.obolibrary.org/obo/WBbt_0004942>	"Rectal cell, postembryonic blast cell in male"	
<http://purl.obolibrary.org/obo/WBbt_0002388>	"nucleus of pedigree MSpapaap"	
<http://purl.obolibrary.org/obo/WBbt_0001046>	"nucleus of pedigree ABalaappppa"	
<http://purl.obolibrary.org/obo/WBbt_0002478>	"nucleus of pedigree P3.aap"	
<http://purl.obolibrary.org/obo/WBbt_0005766>	"entity of anatomical origin that is either entirely acellular or is a collection of cells and acellular parts."	
<http://purl.obolibrary.org/obo/WBbt_0000100>	"An anatomical entity of the nematode Caenorhabditis elegans."	
<http://purl.obolibrary.org/obo/WBbt_0002836>	"nucleus of pedigree ABarappppaa"	
<http://purl.obolibrary.org/obo/WBbt_0004672>		
<http://purl.obolibrary.org/obo/WBbt_0003788>	"Caudal longitudinal male muscle"	
<http://purl.obolibrary.org/obo/WBbt_0003103>	"nucleus of pedigree V5R.pppap"	
<http://purl.obolibrary.org/obo/WBbt_0002789>	"nucleus of pedigree SM2L.ap"	
<http://purl.obolibrary.org/obo/WBbt_0007326>	"Diagonal tail muscle cell of pedigree SM2R.aaa."	
<http://purl.obolibrary.org/obo/WBbt_0001589>	"nucleus of pedigree ABprppaaap"	
<http://purl.obolibrary.org/obo/WBbt_0007693>	"post-embryonic cell of pedigree Z4.aaaaaa[p/d]"	
<http://purl.obolibrary.org/obo/WBbt_0004865>	"Ventral cord motor neurons, innervate dorsal muscles"	
<http://purl.obolibrary.org/obo/WBbt_0005095>	"Ventral uterus; cell of pedigree Z1.ppaaapp (5R), a precursor of anterior ut4."	
<http://purl.obolibrary.org/obo/WBbt_0001200>	"nucleus of pedigree ABaraap"	
<http://purl.obolibrary.org/obo/WBbt_0005364>	"openning of the rectum"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0004605>	"Ventral cord motor neuron, innervates ventral body muscles, probably reciprocal inhibitor"	
<http://purl.obolibrary.org/obo/WBbt_0001879>	"nucleus of pedigree P10.aapa"	
<http://purl.obolibrary.org/obo/WBbt_0001826>	"nucleus of pedigree Cappppv"	
<http://purl.obolibrary.org/obo/WBbt_0002825>	"nucleus of pedigree SM3R.app"	
<http://purl.obolibrary.org/obo/WBbt_0004473>	"Pharyngeal motorneurons"	
<http://purl.obolibrary.org/obo/WBbt_0005126>		
<http://purl.obolibrary.org/obo/WBbt_0005259>		
<http://purl.obolibrary.org/obo/WBbt_0006591>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001142>	"nucleus of pedigree ABalppaap"	
<http://purl.obolibrary.org/obo/WBbt_0002893>	"nucleus of pedigree TR.apa"	
<http://purl.obolibrary.org/obo/WBbt_0001276>	"nucleus of pedigree ABarpaapp"	
<http://purl.obolibrary.org/obo/WBbt_0004772>	"Postembryonic seam hypodermal cells, make alae; of pedigree H1R.appp."	
<http://purl.obolibrary.org/obo/WBbt_0006856>	"Neuron class of two male-specific neurons that are associated with fifth male sensory ray, A neuron type."	
<http://purl.obolibrary.org/obo/WBbt_0004244>	"Postembryonic large hypodermal syncytium, hermaphrodite"	
<http://purl.obolibrary.org/obo/WBbt_0005258>		
<http://purl.obolibrary.org/obo/WBbt_0001900>	"nucleus of pedigree ABprpaappppa"	
<http://purl.obolibrary.org/obo/WBbt_0005125>		
<http://purl.obolibrary.org/obo/WBbt_0007522>		
<http://purl.obolibrary.org/obo/WBbt_0007797>	"post-embryonic cell of pedigree Z4.paaapp"	
<http://purl.obolibrary.org/obo/WBbt_0005304>	"Neuron class of six motoneurons in the ventral cord, which innervate ventral body muscles and the vm2 muscles of the vulva."	
<http://purl.obolibrary.org/obo/WBbt_0001506>	"nucleus of pedigree ABpraapppa"	
<http://purl.obolibrary.org/obo/WBbt_0003611>	"nucleus of pedigree Z4.paap"	
<http://purl.obolibrary.org/obo/WBbt_0001972>	"nucleus of pedigree Caapaa"	
<http://purl.obolibrary.org/obo/WBbt_0006592>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004853>	"Vulval muscle 1, of lineage M.vlpaapaa."	
<http://purl.obolibrary.org/obo/WBbt_0004946>	"Tail seam hypodermal cell, postembryonic blast cell, functions as phasmid socket in L1"	
<http://purl.obolibrary.org/obo/WBbt_0001199>	"nucleus of pedigree ABaraaappp"	
<http://purl.obolibrary.org/obo/WBbt_0004239>	"Anterior daughter cell of V6L.papp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0007068>	"post-embryonic cell of pedigree B.arp"	
<http://purl.obolibrary.org/obo/WBbt_0008480>	"Post-embryonic cell of pedigree V5R.ppppp in male."	
<http://purl.obolibrary.org/obo/WBbt_0004603>	"Ventral cord motor neuron, innervates ventral body muscles, probably reciprocal inhibitor"	
<http://purl.obolibrary.org/obo/WBbt_0002368>	"nucleus of pedigree MSpa"	
<http://purl.obolibrary.org/obo/WBbt_0005732>	"Anatomical structures that exist outside of cells; non-cellular."	"WB:pws CARO:0000040"
<http://purl.obolibrary.org/obo/WBbt_0004867>	"Ventral cord motor neurons, innervate dorsal muscles"	
<http://purl.obolibrary.org/obo/WBbt_0005129>		
<http://purl.obolibrary.org/obo/WBbt_0007523>		
<http://purl.obolibrary.org/obo/WBbt_0004374>	"Hypodermis associated with hook sensillum of male, contains nucleus P11.ppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001338>	"nucleus of pedigree ABplaapap"	
<http://purl.obolibrary.org/obo/WBbt_0003869>	"Ventral cord interneuron, synapses onto VA, DA, and AS motor neurons; formerly called alpha"	
<http://purl.obolibrary.org/obo/WBbt_0006788>	"uterine toroidal epithelial cell."	
<http://purl.obolibrary.org/obo/WBbt_0008617>	"Nucleus of the pedigree ABprpaapapap."	
<http://purl.obolibrary.org/obo/WBbt_0007718>	"post-embryonic cell of pedigree Z4.aap[a/l]pp[p/v]"	
<http://purl.obolibrary.org/obo/WBbt_0005128>		
<http://purl.obolibrary.org/obo/WBbt_0006100>	"Embryonic cell of lineage Cpappd fuses into embryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0001168>	"nucleus of pedigree ABalppppa"	
<http://purl.obolibrary.org/obo/WBbt_0001588>	"nucleus of pedigree ABprppaaaapa"	
<http://purl.obolibrary.org/obo/WBbt_0002329>	"nucleus of pedigree MSaapapp"	
<http://purl.obolibrary.org/obo/WBbt_0002915>	"nucleus of pedigree U.raa"	
<http://purl.obolibrary.org/obo/WBbt_0002082>	"nucleus of pedigree H2R.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0001662>	"nucleus of pedigree ABaraaapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005342>	"muscle lining of the uterine wall."	
<http://purl.obolibrary.org/obo/WBbt_0005298>	"ganglion lies beside the nerve ring in the head, just anterior of the retrovesicular ganglion. It contains about 20 interneuron and motorneuron cell bodies that all send their neuronal processes into the ring. The cell bodies are divided into two groups by the intrusion of the excretory duct and canal. The cells are bounded by a basal lamina which physically separates them from the lateral ganglion even though they are adjacent to one another."	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0002745>	"nucleus of pedigree QR.pap"	
<http://purl.obolibrary.org/obo/WBbt_0001719>	"nucleus of pedigree B.alap"	
<http://purl.obolibrary.org/obo/WBbt_0005602>	"Anterior deirid socket, left"	
<http://purl.obolibrary.org/obo/WBbt_0006996>	"cell, which is the posterior descendent of TL."	
<http://purl.obolibrary.org/obo/WBbt_0007117>	"post-embryonic cell of pedigree E.plapa"	
<http://purl.obolibrary.org/obo/WBbt_0002746>	"nucleus of pedigree ABplpapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0001336>	"nucleus of pedigree ABplaapaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005127>		
<http://purl.obolibrary.org/obo/WBbt_0007657>		
<http://purl.obolibrary.org/obo/WBbt_0007317>	"post-embryonic cell of pedigree SM2L.apa"	
<http://purl.obolibrary.org/obo/WBbt_0006787>	"uterine toroidal epithelial cell."	
<http://purl.obolibrary.org/obo/WBbt_0002996>	"nucleus of pedigree V2R.ppppa"	
<http://purl.obolibrary.org/obo/WBbt_0003958>	"Ring interneuron, many synapses"	
<http://purl.obolibrary.org/obo/WBbt_0006590>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002166>	"nucleus of pedigree E.plppaa"	
<http://purl.obolibrary.org/obo/WBbt_0003434>		
<http://purl.obolibrary.org/obo/WBbt_0007793>	"post-embryonic cell of pedigree Z4.paaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006232>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006365>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004547>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0008365>	"cell of pedigree Z1.paa that follows the 4L configuration (Z4.aaa becomes the linker cell) of development in male."	
<http://purl.obolibrary.org/obo/WBbt_0002354>	"nucleus of pedigree MSapp"	
<http://purl.obolibrary.org/obo/WBbt_0004463>	"Pharyngeal neurons that synapse onto marginal cells"	
<http://purl.obolibrary.org/obo/WBbt_0004300>	"Pharyngeal marginal cell"	
<http://purl.obolibrary.org/obo/WBbt_0008417>	"cephalic socket cell."	
<http://purl.obolibrary.org/obo/WBbt_0004061>	"Ventral uterus; cell of pedigree Z1.ppaaapp (5L), a precursor of posterior ut4."	
<http://purl.obolibrary.org/obo/WBbt_0004075>	"Dorsal uterus; cell of pedigree Z4.apapaapa."	
<http://purl.obolibrary.org/obo/WBbt_0003754>	"Neuron class of two pharyngeal motoneurons."	
<http://purl.obolibrary.org/obo/WBbt_0004625>	"Ventral cord motor neuron, innervates ventral body muscles"	
<http://purl.obolibrary.org/obo/WBbt_0004897>	"Male specific cell in ventral cord, not reconstructed"	
<http://purl.obolibrary.org/obo/WBbt_0006366>	"Embryonic cell of pedigreeDpapp ."	
<http://purl.obolibrary.org/obo/WBbt_0003509>	"nucleus of pedigree Z4.aap[p/r]p[a/l]p(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0005684>	"nucleus of pedigree Z1.ppaapa(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0002619>	"nucleus of pedigree ABprapappppaa"	
<http://purl.obolibrary.org/obo/WBbt_0007402>	"post-embryonic cell of pedigree V1R.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0004545>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0006233>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006499>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004799>	"Rectal cell, blast cell in male"	
<http://purl.obolibrary.org/obo/WBbt_0001240>	"nucleus of pedigree ABarapappp"	
<http://purl.obolibrary.org/obo/WBbt_0005397>	"Neuron class of four interneurons that send processes anteriorly up the sub-lateral cords in the head."	
<http://purl.obolibrary.org/obo/WBbt_0004080>	"Dorsal uterus; cell of pedigree Z4.apaapppp, fuse to become dorsal uterine cell."	
<http://purl.obolibrary.org/obo/WBbt_0004281>	"Anterior daughter cell of V2R.pp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0007500>	"post-embryonic cell of pedigree V6L.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0001446>	"nucleus of pedigree ABplpppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007358>	"post-embryonic cell of pedigree TL.apappaa"	
<http://purl.obolibrary.org/obo/WBbt_0003698>		
<http://purl.obolibrary.org/obo/WBbt_0001468>	"nucleus of pedigree ABpraaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0006496>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004549>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0007238>	"post-embryonic cell of pedigree P2.ap"	
<http://purl.obolibrary.org/obo/WBbt_0003699>		
<http://purl.obolibrary.org/obo/WBbt_0003833>	"left intestinal muscle cell, attach to intestine and body wall anterior to anus"	
<http://purl.obolibrary.org/obo/WBbt_0002845>	"nucleus of pedigree B_beta.ldp"	
<http://purl.obolibrary.org/obo/WBbt_0004461>	"Pharyngeal neurons that synapse onto marginal cells"	
<http://purl.obolibrary.org/obo/WBbt_0004899>	"Male specific cell in ventral cord, not reconstructed"	
<http://purl.obolibrary.org/obo/WBbt_0004002>	"Male sensory rays, neuron, striated rootlet"	
<http://purl.obolibrary.org/obo/WBbt_0006363>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006230>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004623>	"Ventral cord motor neuron, innervates ventral body muscles"	
<http://purl.obolibrary.org/obo/WBbt_0004109>	"Dorsal uterus; cell of pedigree Z1.papapppp, a precursor of dorsal unterine cell."	
<http://purl.obolibrary.org/obo/WBbt_0008359>	"vas deferens precursor that follows the 4L configuration (Z4.aaa becomes the linker cell) of development."	
<http://purl.obolibrary.org/obo/WBbt_0003213>	"nucleus of pedigree P8.aaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001139>	"nucleus of pedigree ABalppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0003990>	"Post-embryonic cell of pedigree TL.appaaapa, male sensory rays, neuron, darkly staining tip, open to outside."	
<http://purl.obolibrary.org/obo/WBbt_0006497>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006364>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002834>	"nucleus of pedigree ABprpapaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002014>	"nucleus of pedigree F.lvda"	
<http://purl.obolibrary.org/obo/WBbt_0006777>	"The eighth (count from anterior-most) of twelve postembryonic blast cells for ventral cord motorneurons, ventral hypodermis, vulva, male preanal ganglion; ventral hypodermis in L1."	
<http://purl.obolibrary.org/obo/WBbt_0002793>	"nucleus of pedigree SM2L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004301>	"Pharyngeal marginal cell"	
<http://purl.obolibrary.org/obo/WBbt_0003775>	"Ventral uterus; cell of pedigree Z1.pppppap (5L), a precursor of anterior ut2."	
<http://purl.obolibrary.org/obo/WBbt_0002449>	"nucleus of pedigree ABarpaaaapa"	
<http://purl.obolibrary.org/obo/WBbt_0001728>	"nucleus of pedigree B.alp"	
<http://purl.obolibrary.org/obo/WBbt_0001419>	"nucleus of pedigree ABplpappap"	
<http://purl.obolibrary.org/obo/WBbt_0002231>	"nucleus of pedigree M.vrpaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0001337>	"nucleus of pedigree ABplaapaap"	
<http://purl.obolibrary.org/obo/WBbt_0003696>		
<http://purl.obolibrary.org/obo/WBbt_0003430>		
<http://purl.obolibrary.org/obo/WBbt_0005076>	"Ventral uterus; cell of pedigree Z4.aapaad (5R)."	
<http://purl.obolibrary.org/obo/WBbt_0006103>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006369>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006236>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007597>	"post-embryonic cell of pedigree Z1.paap"	
<http://purl.obolibrary.org/obo/WBbt_0003298>	"nucleus of pedigree Z1.apppaapa"	
<http://purl.obolibrary.org/obo/WBbt_0004210>	"Anterior spermathecae"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0004629>	"Ventral cord motor neuron, innervates ventral body muscles"	
<http://purl.obolibrary.org/obo/WBbt_0002134>	"nucleus of pedigree Ealpa"	
<http://purl.obolibrary.org/obo/WBbt_0004541>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0001408>	"nucleus of pedigree ABplpap"	
<http://purl.obolibrary.org/obo/WBbt_0005219>		
<http://purl.obolibrary.org/obo/WBbt_0008472>	"Post-embryonic cell of pedigree Z1.papaapp."	
<http://purl.obolibrary.org/obo/WBbt_0003697>		
<http://purl.obolibrary.org/obo/WBbt_0007218>	"post-embryonic cell of pedigree P10.paap"	
<http://purl.obolibrary.org/obo/WBbt_0006104>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004000>	"Male sensory rays, neuron, darkly staining tip, open to outside"	
<http://purl.obolibrary.org/obo/WBbt_0006237>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007917>	"nucleus of pedigree TR.appaaap"	
<http://purl.obolibrary.org/obo/WBbt_0002366>	"nucleus of pedigree MSappppp"	
<http://purl.obolibrary.org/obo/WBbt_0003724>	"sixth pharyngeal muscle cell layer"	
<http://purl.obolibrary.org/obo/WBbt_0003694>		
<http://purl.obolibrary.org/obo/WBbt_0001673>	"nucleus of pedigree P8.apa"	
<http://purl.obolibrary.org/obo/WBbt_0006101>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006367>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006234>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008564>	"Post-embryonic cell of pedigree Z1.pppa, 5L configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0001094>	"nucleus of pedigree ABalpa"	
<http://purl.obolibrary.org/obo/WBbt_0003459>	"nucleus of pedigree Z1.ppppppp(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0007821>	"post-embryonic cell of pedigree P11.pap, only present in male animals."	
<http://purl.obolibrary.org/obo/WBbt_0004627>	"Ventral cord motor neuron, innervates ventral body muscles"	
<http://purl.obolibrary.org/obo/WBbt_0004212>	"Anterior spermathecae"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0008479>	"Post-embryonic cell of pedigree Z1.paaaa."	
<http://purl.obolibrary.org/obo/WBbt_0004543>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0001365>	"nucleus of pedigree ABplapapp"	
<http://purl.obolibrary.org/obo/WBbt_0003695>		
<http://purl.obolibrary.org/obo/WBbt_0006102>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006368>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007623>	"post-embryonic cell of pedigree Z1.pappapa"	
<http://purl.obolibrary.org/obo/WBbt_0003362>	"nucleus of pedigree Z1.papaapaa"	
